MOD,                 <No ID Entered>,11/11/2024,10:04:44,10:05:30,      46,       0,       0,       0,       4,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/11/2024,10:15:51,10:34:46,    1135,       0,       0,       0,      40,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/11/2024,13:37:15,13:39:11,     116,       0,       1,       3,      44,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/11/2024,13:40:55,13:41:37,      42,       0,       0,       0,      12,       3,       0,       0,       0
ADD,                 <No ID Entered>,11/11/2024,13:46:09,13:47:27,      78,       0,       1,       3,      32,       1,       0,       0,       0
ADD,                 <No ID Entered>,11/11/2024,13:48:38,13:49:44,      66,       0,       1,       3,      33,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/11/2024,13:52:03,13:52:58,      55,       0,       1,       3,      37,       1,       0,       0,       0
ADD,                 <No ID Entered>,11/11/2024,13:54:35,13:55:24,      49,       0,       1,       3,      41,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/11/2024,14:06:28,14:07:35,      67,       0,       1,       3,      36,       1,       0,       0,       0
ADD,                 <No ID Entered>,11/12/2024,09:05:37,09:07:34,     117,       0,       1,       3,      30,       0,       0,       0,       0
MOD,                 <No ID Entered>,11/12/2024,09:07:44,09:09:42,     118,       0,       0,       0,      20,       1,       0,       0,       0
MOD,                 <No ID Entered>,11/12/2024,09:09:59,09:16:05,     366,       0,       0,       0,      35,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/12/2024,09:38:16,09:41:14,     178,       0,       1,       3,      78,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/12/2024,09:44:55,09:47:48,     173,       0,       1,       3,      77,       1,       0,       0,       0
ADD,                 <No ID Entered>,11/12/2024,10:04:02,10:05:32,      90,       0,       1,       3,      87,       1,       0,       0,       0
ADD,                 <No ID Entered>,11/13/2024,08:42:54,09:01:07,    1093,       0,       0,       0,      63,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/13/2024,09:05:47,09:10:36,     289,       0,       0,       0,      53,       0,       0,       0,       0
MOD,                 <No ID Entered>,11/13/2024,09:11:24,09:12:40,      76,       0,       0,       0,      35,       0,       0,       0,       0
MOD,                 <No ID Entered>,11/13/2024,09:14:56,09:18:44,     228,       0,       0,       0,      58,       2,       0,       0,       0
MOD,                 <No ID Entered>,11/13/2024,09:18:58,09:20:12,      74,       0,       0,       0,      35,       2,       0,       0,       0
MOD,                 <No ID Entered>,11/13/2024,09:20:18,09:21:59,     101,       0,       0,       0,      17,       2,       0,       0,       0
MOD,                 <No ID Entered>,11/13/2024,09:26:00,09:33:01,     421,       0,       0,       0,      57,       2,       0,       0,       0
ADD,                 <No ID Entered>,11/13/2024,09:41:27,09:43:06,      99,       0,       1,       3,      49,       0,       0,       0,       0
MOD,                 <No ID Entered>,11/13/2024,09:47:51,09:48:32,      41,       0,       0,       0,      11,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/13/2024,11:54:06,11:55:24,      78,       0,       0,       0,      29,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/13/2024,11:56:19,12:00:56,     277,       0,       0,       0,      72,       1,       0,       0,       0
ADD,                 <No ID Entered>,11/13/2024,12:39:25,12:40:53,      88,       0,       1,       3,      55,       2,       0,       0,       0
ADD,                 <No ID Entered>,11/13/2024,13:36:53,13:38:22,      89,       0,       0,       0,      56,       1,       0,       0,       0
ADD,                 <No ID Entered>,11/13/2024,13:38:59,13:48:53,     594,       0,       0,       0,      51,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/15/2024,10:13:41,10:20:34,     413,       0,       0,       0,      68,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/18/2024,09:13:47,09:41:10,    1643,       0,       0,       0,      23,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/18/2024,09:41:34,09:42:50,      76,       0,       0,       0,      24,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/18/2024,09:43:01,09:53:01,     600,       0,       0,       0,      20,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/18/2024,10:02:26,10:05:15,     169,       0,       0,       0,      37,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/18/2024,10:05:31,10:36:26,    1855,       0,       0,       0,       8,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/18/2024,12:12:22,12:14:10,     108,       0,       0,       0,      24,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/18/2024,12:16:21,12:18:38,     137,       0,       0,       0,      23,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/18/2024,13:14:43,13:16:16,      93,       0,       0,       0,      26,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/18/2024,13:17:44,13:20:02,     138,       0,       0,       0,      29,       2,       0,       0,       0
ADD,                 <No ID Entered>,11/20/2024,08:54:05,09:00:41,     396,       0,       1,       4,      24,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/20/2024,09:12:19,09:14:46,     147,       0,       1,       4,      50,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/20/2024,09:25:36,11:10:33,    6297,       0,       1,       4,      43,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/20/2024,11:17:41,11:19:50,     129,       0,       1,       4,      67,       0,       0,       0,       0
MOD,                 <No ID Entered>,11/20/2024,11:26:10,11:26:33,      23,       0,       0,       0,       2,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/20/2024,11:30:39,11:32:29,     110,       0,       1,       4,      49,       1,       0,       0,       0
ADD,                 <No ID Entered>,11/21/2024,08:48:54,08:50:56,     122,       0,       1,       4,      16,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/21/2024,08:53:41,08:59:35,     354,       0,       1,       4,      60,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/21/2024,09:03:44,09:05:18,      94,       0,       0,       0,      28,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/21/2024,09:06:13,10:32:10,    5157,       0,       0,       0,      30,       2,       0,       0,       0
ADD,                 <No ID Entered>,11/21/2024,10:33:51,10:35:48,     117,       0,       0,       0,      37,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/21/2024,10:43:05,10:44:06,      61,       0,       0,       0,      34,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/21/2024,10:44:44,10:46:16,      92,       0,       0,       0,      38,       1,       0,       0,       0
ADD,                 <No ID Entered>,11/21/2024,10:46:57,10:47:50,      53,       0,       0,       0,      43,       1,       0,       0,       0
ADD,                 <No ID Entered>,11/21/2024,12:36:42,12:37:17,      35,       0,       0,       0,      46,       1,       0,       0,       0
ADD,                 <No ID Entered>,11/21/2024,12:37:34,12:38:38,      64,       0,       0,       0,      60,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/21/2024,12:39:02,13:32:48,    3226,       0,       1,       4,      51,       2,       0,       0,       0
ADD,                 <No ID Entered>,11/21/2024,13:47:39,13:51:03,     204,       0,       0,       0,      86,       2,       0,       0,       0
ADD,                 <No ID Entered>,11/22/2024,09:47:30,11:17:30,    5400,       0,       1,       4,      23,       2,       0,       0,       0
ADD,                 <No ID Entered>,11/25/2024,09:49:49,10:03:44,     835,       0,       1,       4,      94,      10,       0,       0,       0
ADD,                 <No ID Entered>,11/25/2024,11:58:39,12:03:37,     298,       0,       1,       4,      35,       2,       0,       0,       0
ADD,                 <No ID Entered>,11/25/2024,13:54:56,13:56:57,     121,       0,       0,       0,      22,       3,       0,       0,       0
ADD,                 <No ID Entered>,11/25/2024,14:00:17,14:01:10,      53,       0,       0,       0,      14,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/25/2024,14:01:51,14:06:51,     300,       0,       0,       0,      27,       2,       0,       0,       0
ADD,                 <No ID Entered>,11/25/2024,14:09:21,14:12:31,     190,       0,       0,       0,      35,       1,       0,       0,       0
ADD,                 <No ID Entered>,11/25/2024,14:14:48,14:17:11,     143,       0,       0,       0,      24,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/26/2024,11:19:44,11:41:50,    1326,       0,       0,       0,      38,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/26/2024,11:42:46,11:51:17,     511,       0,       0,       0,      16,       1,       0,       0,       0
ADD,                 <No ID Entered>,11/26/2024,11:51:26,11:54:23,     177,       0,       0,       0,      26,       2,       0,       0,       0
ADD,                 <No ID Entered>,11/26/2024,11:54:31,11:56:43,     132,       0,       0,       0,      25,       2,       0,       0,       0
ADD,                 <No ID Entered>,11/26/2024,12:18:03,12:21:01,     178,       0,       0,       0,      23,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/26/2024,12:21:10,12:44:43,    1413,       0,       0,       0,      19,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/26/2024,12:55:16,12:56:49,      93,       0,       0,       0,      30,       1,       0,       0,       0
ADD,                 <No ID Entered>,11/26/2024,12:57:11,12:58:47,      96,       0,       0,       0,      20,       1,       0,       0,       0
ADD,                 <No ID Entered>,11/26/2024,12:58:54,12:59:47,      53,       0,       0,       0,      20,       1,       0,       0,       0
ADD,                 <No ID Entered>,11/26/2024,13:02:16,13:04:02,     106,       0,       0,       0,      19,       1,       0,       0,       0
ADD,                 <No ID Entered>,11/26/2024,13:12:50,13:18:33,     343,       0,       1,       4,      25,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/26/2024,13:19:43,13:21:14,      91,       0,       0,       0,      21,       1,       0,       0,       0
ADD,                 <No ID Entered>,11/26/2024,13:24:33,13:26:53,     140,       0,       0,       0,      19,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/26/2024,13:26:59,13:28:07,      68,       0,       1,       4,      19,       0,       0,       0,       0
ADD,                 <No ID Entered>,12/02/2024,09:21:25,09:29:14,     469,       0,       0,       0,      16,       4,       0,       0,       0
ADD,                 <No ID Entered>,12/02/2024,10:37:27,10:38:34,      67,       0,       0,       0,      18,       0,       0,       0,       0
ADD,                 <No ID Entered>,12/02/2024,10:39:46,10:41:44,     118,       0,       0,       0,      15,       1,       0,       0,       0
ADD,                 <No ID Entered>,12/02/2024,10:54:23,10:55:29,      66,       0,       0,       0,      22,       0,       0,       0,       0
ADD,                 <No ID Entered>,12/02/2024,10:57:52,10:59:05,      73,       0,       0,       0,      20,       1,       0,       0,       0
MOD,                 <No ID Entered>,12/02/2024,10:59:16,11:00:33,      77,       0,       0,       0,       5,       0,       0,       0,       0
ADD,                 <No ID Entered>,12/02/2024,11:36:06,11:37:29,      83,       0,       0,       0,      22,       0,       0,       0,       0
ADD,                 <No ID Entered>,12/02/2024,11:52:56,11:54:35,      99,       0,       0,       0,      16,       0,       0,       0,       0
ADD,                 <No ID Entered>,12/02/2024,12:05:01,12:07:26,     145,       0,       0,       0,      22,       0,       0,       0,       0
ADD,                 <No ID Entered>,12/02/2024,12:08:52,12:11:00,     128,       0,       0,       0,      22,       0,       0,       0,       0
ADD,                 <No ID Entered>,12/02/2024,12:29:07,12:48:31,    1164,       0,       1,       4,      38,       2,       0,       0,       0
MOD,                 <No ID Entered>,12/10/2024,10:47:59,10:50:31,     152,       0,       0,       0,      18,       1,       0,       0,       0
MOD,                 <No ID Entered>,12/10/2024,10:50:46,10:51:38,      52,       0,       0,       0,       9,       1,       0,       0,       0
ADD,                 <No ID Entered>,12/10/2024,10:52:46,10:55:57,     191,       0,       1,       4,      61,       0,       0,       0,       0
MOD,                 <No ID Entered>,12/10/2024,10:56:12,10:57:55,     103,       0,       0,       0,      32,      14,       0,       0,       0
MOD,                 <No ID Entered>,12/10/2024,10:58:10,11:00:32,     142,       0,       0,       0,      16,       0,       0,       0,       0
MOD,                 <No ID Entered>,12/10/2024,11:03:43,11:04:34,      51,       0,       0,       0,      33,       0,       0,       0,       0
MOD,                 <No ID Entered>,12/10/2024,11:04:39,11:05:46,      67,       0,       0,       0,      21,       0,       0,       0,       0
MOD,                 <No ID Entered>,12/10/2024,11:06:03,11:07:54,     111,       0,       0,       0,      28,       0,       0,       0,       0
ADD,                 <No ID Entered>,12/11/2024,13:02:03,13:29:53,    1670,       0,       1,       4,     514,     230,       0,       0,       0
ADD,                 <No ID Entered>,01/07/2025,11:48:58,11:50:57,     119,       0,       0,       0,      39,       0,       0,       0,       0
ADD,                 <No ID Entered>,01/07/2025,11:55:15,11:56:25,      70,       0,       0,       0,      38,       1,       0,       0,       0
ADD,                 <No ID Entered>,01/07/2025,11:56:33,11:57:27,      54,       0,       0,       0,      23,       0,       0,       0,       0
ADD,                 <No ID Entered>,01/07/2025,12:13:49,12:14:50,      61,       0,       0,       0,      37,       2,       0,       0,       0
ADD,                 <No ID Entered>,01/07/2025,14:06:15,14:07:10,      55,       0,       0,       0,      27,       1,       0,       0,       0
ADD,                 <No ID Entered>,01/07/2025,14:07:45,08:17:22,   65377,       0,       0,       0,      28,       1,       0,       0,       0
ADD,                 <No ID Entered>,01/08/2025,09:55:43,09:57:08,      85,       0,       0,       0,      29,       0,       0,       0,       0
ADD,                 <No ID Entered>,01/08/2025,09:59:59,10:01:11,      72,       0,       0,       0,      28,       0,       0,       0,       0
ADD,                 <No ID Entered>,01/08/2025,10:02:54,10:03:52,      58,       0,       0,       0,      26,       2,       0,       0,       0
ADD,                 <No ID Entered>,01/08/2025,10:42:37,10:52:13,     576,       0,       0,       0,      23,      52,       0,       0,       0
ADD,                 <No ID Entered>,01/08/2025,10:52:32,10:59:13,     401,       0,       0,       0,      22,       0,       0,       0,       0
ADD,                 <No ID Entered>,01/08/2025,10:59:30,11:01:45,     135,       0,       0,       0,      40,      16,       0,       0,       0
ADD,                 <No ID Entered>,01/08/2025,11:07:23,11:17:34,     611,       0,       0,       0,       7,       0,       0,       0,       0
ADD,                 <No ID Entered>,01/08/2025,11:21:45,11:23:40,     115,       0,       0,       0,      22,       1,       0,       0,       0
ADD,                 <No ID Entered>,01/08/2025,11:24:39,11:27:04,     145,       0,       0,       0,      44,       0,       0,       0,       0
ADD,                 <No ID Entered>,01/09/2025,08:48:25,09:09:35,    1270,       0,       0,       0,      28,       0,       0,       0,       0
ADD,                 <No ID Entered>,01/09/2025,10:11:26,10:16:16,     290,       0,       0,       0,      23,       0,       0,       0,       0
ADD,                 <No ID Entered>,01/09/2025,10:17:27,10:18:46,      79,       0,       0,       0,      23,       0,       0,       0,       0
ADD,                 <No ID Entered>,01/09/2025,10:19:56,10:22:09,     133,       0,       0,       0,      20,       0,       0,       0,       0
ADD,                 <No ID Entered>,01/09/2025,10:47:12,11:31:20,    2648,       0,       0,       0,      32,       0,       0,       0,       0
ADD,                 <No ID Entered>,01/13/2025,08:46:11,08:53:54,     463,       0,       0,       0,      21,       1,       0,       0,       0
ADD,                 <No ID Entered>,01/13/2025,08:56:31,09:01:17,     286,       0,       0,       0,      22,       2,       0,       0,       0
ADD,                 <No ID Entered>,01/13/2025,09:01:36,09:20:22,    1126,       0,       0,       0,      30,       1,       0,       0,       0
ADD,                 <No ID Entered>,01/13/2025,09:20:29,09:21:44,      75,       0,       0,       0,      12,       1,       0,       0,       0
ADD,                 <No ID Entered>,01/13/2025,09:33:07,09:36:45,     218,       0,       1,       4,      25,       1,       0,       0,       0
ADD,                 <No ID Entered>,01/13/2025,09:40:30,09:45:26,     296,       0,       0,       0,      26,       0,       0,       0,       0
ADD,                 <No ID Entered>,01/13/2025,09:45:49,09:48:08,     139,       0,       1,       4,      31,       1,       0,       0,       0
MOD,                 <No ID Entered>,01/13/2025,09:48:27,09:48:44,      17,       0,       0,       0,      26,       0,       0,       0,       0
ADD,                 <No ID Entered>,01/13/2025,12:29:02,12:35:16,     374,       0,       0,       0,     166,     111,       0,       0,       0
ADD,                 <No ID Entered>,01/13/2025,13:26:22,13:36:17,     595,       0,       0,       0,      82,      73,       0,       0,       0
ADD,                 <No ID Entered>,01/15/2025,13:36:17,13:38:00,     103,       0,       0,       0,      15,       1,       0,       0,       0
ADD,                 <No ID Entered>,01/30/2025,08:54:55,08:55:59,      64,       0,       0,       0,      16,       2,       0,       0,       0
ADD,                 <No ID Entered>,01/31/2025,08:54:26,09:07:21,     775,       0,       0,       0,      95,      74,       0,       0,       0
ADD,                 <No ID Entered>,01/31/2025,09:19:05,10:37:47,    4722,       0,       1,       4,      76,       0,       0,       0,       0
ADD,                 <No ID Entered>,02/04/2025,11:18:26,08:57:40,   77954,       0,       0,       0,      21,       2,       0,       0,       0
ADD,                 <No ID Entered>,02/05/2025,10:51:06,10:57:40,     394,       0,       0,       0,      42,       3,       0,       0,       0
ADD,                 <No ID Entered>,02/05/2025,10:57:54,11:06:21,     507,       0,       0,       0,      33,       0,       0,       0,       0
ADD,                 <No ID Entered>,02/10/2025,10:40:51,10:50:32,     581,       0,       0,       0,      15,       0,       0,       0,       0
ADD,                 <No ID Entered>,02/10/2025,10:50:42,10:56:15,     333,       0,       0,       0,      49,       1,       0,       0,       0
ADD,                 <No ID Entered>,02/10/2025,10:56:24,11:17:23,    1259,       0,       0,       0,      48,       1,       0,       0,       0
ADD,                 <No ID Entered>,02/11/2025,11:44:58,11:47:37,     159,       0,       0,       0,      21,       0,       0,       0,       0
ADD,                 <No ID Entered>,02/11/2025,11:47:47,11:51:56,     249,       0,       0,       0,      20,       0,       0,       0,       0
ADD,                 <No ID Entered>,02/11/2025,11:52:04,11:55:28,     204,       0,       0,       0,      20,       0,       0,       0,       0
ADD,                 <No ID Entered>,02/11/2025,11:55:36,12:14:18,    1122,       0,       0,       0,      34,       1,       0,       0,       0
ADD,                 <No ID Entered>,02/11/2025,12:14:27,12:16:46,     139,       0,       0,       0,      20,       0,       0,       0,       0
ADD,                 <No ID Entered>,02/11/2025,12:30:18,12:34:30,     252,       0,       0,       0,      29,       2,       0,       0,       0
ADD,                 <No ID Entered>,02/11/2025,12:34:37,12:36:17,     100,       0,       1,       4,      42,       0,       0,       0,       0
ADD,                 <No ID Entered>,02/11/2025,13:40:48,13:41:14,      26,       0,       0,       0,      19,       0,       0,       0,       0
ADD,                 <No ID Entered>,04/23/2025,08:42:14,08:42:51,      37,       0,       0,       0,      13,       0,       0,       0,       0
ADD,                 <No ID Entered>,04/23/2025,12:28:07,12:30:50,     163,       0,       0,       0,      19,       0,       0,       0,       0
